book_a;book_b;count
0380710218;0440211727;8
0385511612;0385424728;8
0684867621;0684853515;8
0312971346;0440214041;8
0441002935;0441304834;8
0440498058;0394820371;8
038550120X;0375706771;8
0385512104;0316666343;8
0553280945;0553250426;8
0553296981;0316769487;8
0385512104;0385504209;8
038550926X;0385335881;8
0451169522;0451184963;8
0345369947;0440206154;8
0553280945;0553289411;8
0553296981;0316666343;8
0446601241;0316666343;8
0446601241;0312924585;8
0451190548;0451156609;8
0553289411;0553280945;8
0743227441;0316666343;8
0446607657;0446612790;8
0553294903;0515136379;8
0140298479;080411109X;8
0446608815;0446605484;8
0446608815;0446364193;8
0425179672;0316666343;8
0375702709;0375727345;8
0842329285;0842329129;8
0440241073;0446672211;8
0440998050;0440498058;8
0060502258;0375727345;8
0440498058;0446672211;8
0842329285;0842329250;8
0345413873;0440234743;8
0812550706;0812550757;8
0446606189;0446603716;8
0671041789;0743211383;8
0446609404;0440214041;8
0312976275;0553279912;8
034538475X;0440211727;8
0679746048;0385335482;8
0812511816;0812513738;8
0743237188;067976402X;8
0385722435;0060987103;8
0385722435;0312195516;8
084232920X;0842329250;8
0451183665;0345353145;8
0446606189;0446607657;8
0743237188;0786868716;8
0671038184;0446672211;8
0425169863;0316666343;8
0425163407;044021145X;8
0451184963;0451169522;8
0451160525;067102423X;8
0446606189;0440214041;8
0451524934;0345337662;8
0451184963;0671042858;8
0345339681;0316769487;8
0425169863;0425175405;8
0451184963;067102423X;8
0440215625;0312195516;8
0812550757;0812550706;8
0316776963;014029628X;8
0679746048;0375727345;8
0142002267;0316666343;8
0385505833;0440211727;8
0451186362;0451176464;8
0345339681;0316666343;8
0385722435;0316666343;8
0385503954;0316666343;8
0316776963;0385720106;8
0451184963;0451155750;8
0671027387;0385504209;8
0671038184;0316666343;8
0425167313;0385720106;8
0446608955;059035342X;8
0440215625;0385504209;8
0451160525;0452279178;8
0446601241;0446604801;8
0441005748;0441000916;8
0425163407;0440220602;8
080410526X;0312924585;8
0312979096;0316666343;8
0312983271;0312265867;8
0312983271;0312971346;8
0440222656;0345370775;8
0140067477;0971880107;8
0385721420;0142001740;8
0316781266;0316666343;8
0312990456;0312983867;8
0316776963;067976402X;8
0070212570;068484477X;8
0671038184;0375706771;8
0446605484;0446608815;8
0743235150;0375504397;8
0679746048;0312195516;8
1573225789;0446672211;8
0380710218;0440220602;8
0316096199;0385265700;8
0446610399;0446672211;8
0312305060;067976402X;8
0316096199;0385504209;8
0345339703;059035342X;8
0452279178;0451160525;8
0515127833;0515122734;8
0385492081;0743418174;8
051513287X;0373483503;8
0385265700;0440226430;8
0385335881;0345370775;8
0671042858;0451184963;8
0140298479;0141000198;8
0670868361;0452279178;8
0446610399;0446605239;8
0670868361;0375504397;8
0385335881;038550926X;8
0449003787;0449221490;8
0449003787;0449221512;8
0312305060;0375727345;8
0449003787;0553280341;8
0440241073;044021145X;8
0380002930;0316769487;8
0670892963;0316666343;8
0312305060;0060930535;8
0316096199;0440226430;8
0312305060;0316569321;8
0385335881;0446672211;8
0804114986;0446672211;8
0743203631;0316666343;8
0064471047;0064471055;8
0312305060;0316168688;8
0515130389;0515131229;8
0316603287;0316602906;8
0804114986;0060987561;8
0380002930;0345313860;8
0449003787;0449219364;8
0449003787;0449219461;8
0671042858;0451167317;8
0312265867;0312976275;8
0670868361;0670858692;8
0515127833;0515131229;8
0385493800;0385497466;8
0670839531;0525941908;8
0385265700;0609804138;8
0385493800;0385472951;8
0140257934;0140265686;8
0140257934;0140254544;8
0670868361;0525941908;8
0515127833;0515128554;8
0385472951;0440211727;8
0449223604;0553279556;8
0440211263;0440221595;8
0345438329;1400031354;8
0671693816;0316666343;8
0060915544;0446310786;8
0385493800;0385490992;8
0316096199;0345361792;8
0515132020;0515120618;8
0446364193;0440220602;8
0446394521;0316666343;8
0515127833;0515126772;8
0515132020;0515114693;8
0452279178;0670868361;8
0449005615;0375700757;8
0670894605;0316666343;8
0446364193;0440213525;8
0670894605;0312195516;8
0804114986;0452282829;8
0425107469;0425128164;8
0425107469;0425124347;8
0670880728;0316666343;8
0440241073;044023722X;8
0385490992;0385493800;8
1400034779;0060934417;8
0394820371;0440498058;8
0374199698;0316666343;8
0385490992;0385472951;8
0439064872;0385484518;8
0670855030;0684853507;8
0064471055;0064471101;8
0345351525;0440211727;8
0671004573;0671867156;8
0670855030;0670835382;8
0515126772;051513628X;8
0515126772;0515136379;8
0670839531;0743211383;8
0553272837;0515121843;8
0380978415;0380813815;8
0670839531;0684853507;8
0425107469;0743418174;8
0515133876;0316666343;8
140003180X;1400031354;8
0671867156;0671004573;8
014029628X;0786868716;8
0670858692;0670835382;8
0374199698;0312195516;8
0064471055;0064471047;8
0671867113;0671758896;8
0446611085;0316666343;8
0345361792;0345370775;8
0140298479;0060987103;8
0345361792;0316601950;8
068484267X;067976402X;8
0385199570;0684853507;8
0515131229;0515121843;8
0385497466;0385493800;8
0446364193;0446604801;8
0345339703;043935806X;8
0452269571;0385722206;8
0345445848;0375727345;8
0451153553;0451156609;8
0316602906;0316603287;8
0316969680;0385504209;8
0385335482;038079487X;8
0385335482;038550926X;8
0743227441;0060987103;8
0440241073;0440234743;8
080410526X;0440211727;8
0743227441;0060976845;8
0312305060;0142001740;8
0375504397;0743235150;8
0140265686;0140254544;8
0375504397;0670839531;8
0452269571;0156027321;8
0446364193;0446608815;8
0446675059;0312195516;8
0375504397;0451160525;8
0670858692;0670868361;8
0446360589;0440214041;8
0515124214;0515126772;8
0671695169;0671670689;8
0440241073;0385504209;8
0375504397;0670868361;8
084233226X;084232920X;8
0140265686;0140257934;8
0451155750;0451184963;8
0449003787;0553284789;8
0345339703;0385504209;8
0609804138;0316601950;8
0373244487;0515132020;8
0373244487;0515131229;8
0440211263;0060928336;8
0439136350;0440211727;8
0553213148;059035342X;8
0609804138;0140293248;8
051511779X;0515132020;8
051513628X;051513287X;8
0373484224;0373483503;8
031242227X;0316666343;8
051513628X;0515128546;8
014029628X;0060987103;8
0609804138;0385265700;8
051511779X;0515128554;8
051513628X;0515131229;8
0440236673;0440213525;8
0385474016;059035342X;8
0380731851;0385504209;8
0609804138;0060934417;8
0553265741;0515128554;8
055321313X;0316666343;8
0553265741;0515132020;8
0609804138;0452282152;8
0553265741;0515126772;8
0440212561;059035342X;8
0684867621;0743211383;8
051511992X;0515102636;8
0425124347;0425130711;8
0441304834;0441002935;8
0380710218;0345370775;8
0345402871;0345370775;8
0425124347;0425128164;8
0060987529;0375726403;8
0316782505;0446672211;8
0425124347;042513525X;8
0515122734;0515126772;8
0515122734;0515127833;8
0515121843;0515136379;8
039592720X;0452282152;8
0140254544;0140265686;8
0140254544;0140257934;8
0971880107;0446310786;8
0515122734;0515128554;8
044651652X;0385504209;8
0440206154;0385504209;8
0425124347;0425107469;8
0804115613;059035342X;8
0312422156;0385504209;8
0515122734;051513287X;8
0425128164;0425107469;8
0439136369;0345337662;8
0439136369;0439064864;8
0671510053;0316666343;8
0425128164;0425124347;8
051513628X;0515126772;8
0515121843;0553272837;8
0373484003;0515128554;8
044651652X;0452282152;8
0425130711;0425124347;8
0380813815;0380978415;8
1558745157;0316666343;8
0971880107;0140067477;8
0553271636;0449221482;8
0446670251;0140293248;8
0440226104;0425162443;8
0449223612;0449221482;8
0743211383;0671041789;8
0618002227;043935806X;8
0375412530;0312195516;8
0345391055;044021145X;8
0345353145;0451183665;8
0385472951;0385493800;8
0618002227;0439136350;8
0525941908;0670868361;8
0743211383;0684867621;8
0449223612;0553280341;8
0449223612;0553279556;8
0618002219;0439136350;8
0449223604;0449221512;8
0399149155;0316666343;8
0609804138;0671001795;8
042513525X;0425124347;8
0375412530;0385504209;8
0312265867;0312983867;8
0553250426;0553280945;8
0316284955;014028009X;8
0553265741;0515136379;8
0446612790;0446612545;8
0446612790;0446611212;8
0312265859;0312971346;8
0312265859;0061009059;8
0671758896;0671867113;8
0446612790;0446607657;8
0440212561;0385504209;8
0385472951;0385490992;8
0440236703;0316666343;8
0385479565;0345370775;8
0380730138;0375727345;8
0446612790;0440211727;8
0425189031;0515132020;8
0345342968;0316769487;8
0380730138;0316666343;8
0440206154;059035342X;8
0345422384;0345337662;8
0140244824;0316666343;8
0345422384;034538475X;8
0805059555;0805036504;8
1558743669;0446672211;8
0515102636;051511992X;8
0515114693;0373484224;8
0515114693;0515132020;8
0380789019;0385504209;8
0345339738;043935806X;8
0373483503;0373484224;8
0375412530;0316666343;8
0743211383;0670839531;8
0671793489;0440214041;8
0316284955;0385504209;8
0743211383;0670835382;8
0515114693;0515131229;8
0515114693;0515128554;8
0515114693;0515126772;8
0805036504;0805059555;8
0425189031;0515128554;8
0525941908;0670839531;8
0446519138;0316666343;8
0375412530;0743418174;8
0553268880;044021145X;7
0440206154;0345337662;7
0316693235;0385503822;7
0375504613;0743418174;7
042518630X;051513628X;7
0380018179;044021145X;7
0064472795;0380814021;7
0375700757;0375705856;7
0385492081;0446672211;7
042518630X;0515126772;7
0140298479;0312278586;7
0446609323;0446606189;7
0743418204;0316666343;7
0446532231;0385484518;7
0425182908;0446610038;7
0451147367;0451156609;7
0312990456;0440214041;7
0671793489;0671004549;7
0345445848;014029628X;7
0446610399;0316666343;7
0452279178;0345313860;7
0345445848;0140293248;7
0385493800;0440213525;7
0842329269;0842329285;7
0877017883;0385504209;7
0743235150;0670868361;7
0671042858;0451132378;7
042518630X;0515136379;7
0140298479;0316601950;7
0451163524;0345313860;7
0425183971;0553265741;7
0743235150;0743211375;7
0805063897;0312195516;7
006101351X;0345337662;7
0140386645;0440498058;7
0345443284;0142001740;7
0451151259;0451156609;7
0446608955;0553296981;7
0060199652;0312195516;7
0380718332;0425180638;7
0345339703;0671027360;7
1573225789;0446310786;7
067102423X;0385504209;7
067102423X;0345337662;7
0553583441;0385504209;7
0812509250;0812550706;7
0060977493;0375726403;7
0345339738;0345325818;7
067102423X;0375504397;7
0345443284;0140244824;7
0440498058;0060987529;7
0312990456;0385504209;7
0671042858;0451172817;7
0452280621;0316666343;7
0140298479;0312291639;7
0440414806;044023722X;7
0385492081;0446610038;7
014023313X;0345370775;7
0743211383;0743235150;7
0679746048;0316569321;7
1573221937;0316666343;7
042518630X;0515128546;7
0446608955;0446606812;7
0380002930;0786868716;7
0446608955;0446310786;7
0440498058;0140386645;7
0385493800;0385424736;7
0312990456;0316666343;7
0452279178;0385199570;7
0449223612;0449003787;7
0451524934;0316666343;7
0373218397;0515136379;7
0553272535;0316666343;7
0440222656;0312195516;7
0316693235;0446601241;7
0451524934;0345342968;7
0451524934;0345351525;7
0345413881;034541389X;7
0671510053;0316569321;7
0451132378;0451172817;7
0425162443;0312195516;7
0743211383;0670844527;7
0743211383;0670858692;7
0316693200;0385503822;7
0064400042;0064400034;7
0671042858;0451186362;7
0345416260;0312195516;7
0070212570;067976402X;7
067102423X;0451163524;7
0679746048;0140298479;7
0345445848;0312195516;7
0842329269;0842332251;7
0440498058;0312966091;7
0385493800;0440211727;7
0425146413;0425132048;7
0425183971;0425181464;7
0449223612;0449221490;7
0743211383;0684853507;7
0449223612;0449221512;7
0440222656;0452282152;7
0446612790;0312195516;7
0446527793;0446531332;7
068484267X;0312195516;7
0425183971;0425189031;7
006000438X;0060987103;7
0425183971;042518630X;7
0743235150;0743211383;7
0553268880;0345337662;7
067102423X;0345313860;7
0425172546;0440220602;7
0140067477;0590353403;7
0767902521;0060392452;7
0060915544;0142001740;7
0515124214;0515132020;7
0312983271;0671001795;7
0515124214;051513628X;7
0060987529;0385504209;7
0515124214;0515136379;7
0679735771;0345313860;7
0312983867;0316666343;7
0060915544;0312195516;7
0385336179;0316666343;7
0670844527;0670858692;7
0385336179;0385504209;7
0670844527;0670855030;7
0684853507;0684853515;7
0440998050;0312278586;7
0425121631;0425141233;7
0425121631;0316666343;7
0670855030;0670858692;7
0425175405;0425163407;7
0385199570;0743211383;7
0670855030;0670844527;7
0345436911;0316666343;7
0670855030;0385199570;7
0449005615;0743418174;7
0446363251;0446365386;7
0060915544;0060934417;7
0684801523;0452282152;7
0449005615;0452282152;7
0684853507;0743211383;7
0425105334;0451184963;7
0451180232;0451163524;7
0451180232;0451160525;7
0385199570;0670855030;7
0385199570;0670858692;7
0385199570;0670868361;7
0316899984;0385720106;7
0064407675;0345337662;7
0385505833;0446605239;7
044651652X;0446672211;7
0373484003;0515131229;7
0140254544;0140270590;7
0060987529;0345361792;7
0373484003;0515132020;7
0380813815;0385504209;7
0515136379;0515120618;7
0451524934;034538475X;7
0743237188;0743418174;7
0440235596;0385335881;7
0064407675;0316666343;7
031242227X;0375726403;7
0380813815;0375727345;7
0373484224;0515132020;7
1592400876;0385504209;7
0671693816;0440226430;7
031242227X;0385504209;7
0446606189;0446601241;7
0971880107;0312278586;7
0786881852;0316666343;7
0446603716;0446601241;7
0446603716;0446604801;7
051512317X;0515132020;7
051512317X;0373483503;7
051512317X;0373484224;7
080411109X;0804106304;7
0312422156;0316666343;7
0345351525;0451524934;7
0374199698;0684874350;7
0671693816;0375727345;7
051512317X;051513628X;7
0060915544;0316601950;7
0684801523;0804106304;7
0385508042;0316666343;7
0345434803;034538475X;7
0345434803;0345313860;7
0060392452;0446532231;7
0670844527;0375504397;7
0316693200;0316693251;7
0812517725;0812511816;7
0679746048;0671021001;7
0375504397;0345313860;7
0842329242;059035342X;7
0380718332;0425169863;7
0446612545;0446606189;7
0679746048;0316769487;7
0345378490;0440226430;7
0446605484;0440214041;7
0451168615;0451184963;7
0316899984;0671038184;7
0515135062;0515132020;7
0684853515;0375504397;7
0316693200;0316603287;7
0451170385;0451186362;7
0553582747;0425142485;7
0425183971;0515128554;7
0425124347;0425121259;7
0451183665;0440214041;7
0515122734;0515132020;7
055357230X;0446610038;7
0312983271;0312966970;7
0515122734;0553295977;7
0425172546;0425182908;7
0446605484;0446607657;7
0446605484;0316666343;7
0451183665;0345380371;7
0451180232;0451169514;7
0670844527;0743211383;7
0451180232;0451177096;7
0316777722;0312195516;7
0446603716;0446610038;7
0425105334;0451167317;7
0385199570;0452279178;7
0385199570;0525941908;7
0312983271;0385504209;7
0060987529;0375706771;7
0345380371;0451183665;7
0446605484;0446364193;7
0446670251;0375707972;7
051513628X;0373218192;7
0399501487;0451526341;7
0345350499;0312195516;7
0399501487;0451524934;7
0385507593;0385504209;7
0345378490;0440221471;7
0446670251;0375702709;7
0345342968;0060929871;7
0452269571;0312195516;7
0679429220;0375727345;7
0842329285;0842329269;7
0425182878;0440234743;7
0684872153;0312195516;7
0451155750;0451156609;7
0385497466;0440214041;7
0452284449;0312195516;7
0679751521;0316666343;7
0679751521;0345370775;7
0446531332;0446527793;7
034540288X;0345353145;7
0375702709;0312195516;7
0684867621;0670839531;7
0060502258;0804106304;7
0671041789;0451169514;7
0375504397;0670844527;7
0671004530;0446610038;7
0380002930;0385504209;7
0451155750;0451167317;7
0452284449;0385504209;7
0375700757;0743418174;7
0425143325;0425116840;7
0380002930;0385484518;7
0446532231;0786868716;7
0812550706;0316666343;7
0671024248;0316666343;7
0375504397;067102423X;7
0842329285;084232920X;7
0451163524;0451180232;7
0451163524;0451184963;7
0380002930;0440498058;7
0060929871;0316769487;7
0345396936;034538475X;7
0345459202;0312195516;7
034540288X;0345391055;7
0312243022;0316666343;7
0446612790;0380717018;7
0553265741;0425183971;7
0060929871;0312924585;7
0441172717;0312924585;7
0375504397;0684853515;7
0373218036;0515126772;7
0451153553;0451176464;7
0312243022;0312195516;7
0375727132;0316666343;7
0345342968;0316666343;7
0373218036;0515136530;7
0425189031;0425183971;7
0385730586;0316666343;7
0345391055;034540288X;7
0345325818;0345339738;7
0553802496;0385504209;7
0380002930;0316666343;7
1558744150;0375706771;7
0452264464;0375727345;7
1565122968;0380730138;7
080410526X;0385484518;7
034541389X;0345413881;7
0070212570;0375707972;7
0786867647;0316666343;7
0671041789;0451167317;7
0452269571;0449212602;7
0440498058;059035342X;7
0385498721;0805062971;7
0070212570;0375726403;7
0373218036;0373483503;7
080410526X;0385335482;7
0425142485;0425128164;7
0345325818;0345339711;7
0452262143;0451160525;7
0060929871;0345342968;7
0679746048;0060987103;7
0399147195;0316666343;7
0671024248;0451156609;7
0060977493;0156027321;7
0767905180;0385335482;7
0553265741;051513287X;7
0553579754;0553580191;7
0446531332;0446608955;7
0345378482;0345353145;7
0553265741;0515121843;7
0449223604;044021145X;7
0345445848;0345438329;7
0316781142;0446527785;7
0380002930;0312195516;7
0553265741;0515131229;7
0679751521;0345337662;7
0345354621;0345370775;7
0375702709;0060987103;7
080410526X;0345370775;7
0684867621;0670868361;7
0385497466;0440211727;7
0345459202;0316666343;7
0425142485;0553582747;7
084233226X;0842329129;7
0399146431;0312195516;7
0671041789;0451156609;7
0449223604;0449219461;7
0060922532;0312305060;7
0805062971;0385498721;7
0553250531;0345337662;7
0842329277;0842329129;7
0451163524;067102423X;7
0452269571;0671003755;7
0345445848;0316666343;7
0842332251;0842329269;7
0440222656;0671021001;7
0688170528;0312195516;7
0451153553;0451184963;7
0451137965;0451167317;7
0446611212;0345370775;7
0446532231;014028009X;7
0451137965;0345370775;7
0671510053;0142001740;7
0446532231;0060392452;7
0671888587;0671004549;7
0345339681;0439136369;7
038549081X;0385504209;7
0671510053;014028009X;7
0767905180;0743418174;7
0671004549;0671888587;7
0373218192;051513628X;7
0446527785;0316781142;7
0671004549;0671793489;7
0446610542;051513628X;7
0812511816;0812517725;7
0671004549;0671758896;7
0441304834;0441005748;7
0671510053;0312195516;7
0446532231;0316666343;7
0446610542;0316666343;7
0767905180;0767905202;7
0345339681;0439064872;7
0345370805;0446672211;7
0066214122;0316666343;7
0064400557;0446672211;7
0345339681;0439136350;7
0425182908;0316666343;7
0451132378;0671042858;7
0767905180;0060928336;7
0671510053;0345337662;7
0373218397;0515126772;7
0373218397;0515128554;7
0373218397;051513287X;7
0061097101;0316601950;7
0684874350;0316769487;7
0345339681;0439139597;7
039592720X;0312195516;7
0440241537;044023722X;7
0425182908;0425172546;7
0440241537;0440241073;7
0345339711;0385504209;7
0316693006;0316603287;7
0385503822;0316693235;7
0385503822;0316693200;7
0451142934;0345337662;7
0671004573;0671758896;7
0385722435;0375726403;7
0805063897;0446672211;7
0375700757;0060928336;7
0446609404;044651652X;7
0446609404;0446604801;7
0345339711;0345325818;7
0316154059;0385504209;7
0446611867;0316666343;7
0316693251;0316693200;7
0345387651;0786868716;7
0440222656;044021145X;7
0451526341;0345370775;7
0316782505;0316666343;7
0385486804;0316666343;7
0064400557;0439136350;7
0312243022;0446672211;7
0345339703;0439064872;7
044022165X;0345337662;7
080410526X;0446605239;7
0425189031;0373483503;7
080410526X;0446606812;7
0425182878;0425189864;7
0671004530;0316666343;7
0805063897;0385722206;7
0440222656;0440213525;7
0345384369;0553580221;7
0316154059;0316666343;7
0070212570;0452282152;7
0316788228;0452282152;7
0140179836;0060976845;7
0345445848;1400034779;7
0671041789;0786868716;7
0345445848;1400031354;7
0439136369;0060928336;7
0345445848;155874262X;7
0064400557;0439064872;7
0451526341;0399501487;7
0451142934;0451173317;7
0767905202;0767905180;7
0440222656;0440226430;7
0451526341;044021145X;7
0811801802;0385504209;7
0316788228;067976402X;7
0446609404;0440213525;7
0439136369;0345339681;7
0671867091;0446610038;7
0385722435;0312305060;7
0451161343;0451184963;7
0425158616;0380710218;7
0684874350;0374199698;7
0684874350;0375706771;7
0312995423;0385504209;7
0767905180;0312195516;7
0380717018;0446612790;7
0553272837;051513287X;7
0345439104;0312195516;7
0312265859;0312265840;7
0671758896;0671004573;7
0671758896;0671004549;7
155874262X;0345445848;7
0767905385;0743418174;7
1573229326;0446310786;7
014025448X;0316666343;7
051511992X;067164257X;7
0441005748;0441304834;7
0345439104;0452282829;7
0345423291;0446672211;7
0380730138;068484477X;7
0446601241;0312195516;7
0786890436;0312195516;7
0440226104;0142000205;7
0380752859;0345313151;7
0345391055;0440220602;7
080410753X;0446672211;7
042513525X;0425136981;7
0399148027;0446672211;7
0671617028;0345337662;7
0679439382;0385504209;7
0446612790;0446613266;7
080410753X;0449212602;7
080410753X;1400031354;7
0679441018;0345337662;7
074343627X;067102423X;7
0679441018;034538475X;7
0316284955;0312278586;7
0345439104;0446672211;7
0312265859;0312966970;7
0312265859;0312976275;7
044651862X;0316666343;7
0385472951;0440214041;7
0385472951;0345313860;7
0380730138;1565122968;7
0446606812;0446608955;7
0671041789;0345337662;7
051511779X;051513287X;7
0446606812;080410526X;7
0375702709;0446670251;7
0618002219;0439139597;7
0345353145;034540288X;7
0312265840;0312976275;7
0316781142;0316601950;7
0385474016;0312195516;7
0553295977;0515122734;7
0440211263;0440213525;7
0688177751;0312195516;7
0345439104;0316899984;7
0345423291;0316666343;7
0743211375;0743235150;7
0671534734;0671695169;7
0671534734;0671759345;7
0743211375;0385504209;7
0380730138;067976402X;7
0743211375;0375504397;7
0446606812;0446605239;7
0743211375;0316666343;7
0373244487;0515128554;7
0373483503;0373218036;7
0446601241;044021145X;7
038572179X;0316601950;7
1573229326;067976402X;7
0345423402;0441005748;7
0451188462;067102423X;7
0375412530;0060987561;7
0380730138;0375707972;7
0345423402;0441001971;7
0060915544;1400031354;7
0446607657;0446605484;7
0345423402;0441002935;7
0345423402;0441003745;7
0688177751;0375706771;7
0345384350;0425107469;7
0345439104;0671021001;7
0894805770;089480829X;7
0345342968;068484477X;7
1573229326;0446672211;7
0440226104;0375706771;7
0440226104;0375707972;7
051511779X;0515121843;7
0525947299;0385504209;7
0151008116;0375726403;7
0812550706;0451169530;7
0425167313;0316601950;7
0425167313;0316666343;7
055356160X;055356451X;7
0671534734;0671534718;7
0385472951;0385424736;7
0446606812;0440213525;7
0688177751;0312983867;7
0446606812;044021145X;7
0316781142;0316666343;7
0449212602;0451524934;7
0425189031;051513287X;7
0618002227;0439139597;7
0425167313;0375706771;7
0385721420;0385504209;7
0451166582;0451167317;7
0142004235;0385504209;7
014100018X;0316666343;7
0345342968;0804106304;7
014025448X;0140265686;7
042513525X;044021145X;7
0375703055;0060930535;7
015100692X;0312195516;7
0449212602;0786868716;7
0671039725;0451176464;7
0671039725;0451167317;7
0345334531;0345351525;7
0385721420;0375727345;7
0449212602;0671027360;7
0060938455;0345313860;7
0449212602;080410753X;7
0449212602;0452269571;7
051511779X;0373483503;7
051511779X;0373483694;7
051511779X;0373484224;7
0671041789;0385511612;7
0425189031;0515131229;7
1573229326;0060987103;7
0151008116;0385504209;7
0449212602;0446672211;7
0449212602;044021145X;7
0380789035;0375727345;7
0525941908;0385199570;7
0345313151;0380752859;7
0553250426;0060930535;7
0451190556;0451156609;7
0525941908;0670835382;7
0345391055;0425147622;7
0515120618;0373483503;7
0345334531;0345337662;7
0553296981;0446608955;7
0345353145;0440213525;7
0399149848;051513628X;7
0380731851;0316096199;7
0525941908;0451156609;7
0151008116;0446672211;7
0425167313;0440226430;7
0385721420;0312195516;7
0140244824;0375707972;7
1573229571;014029628X;7
0440213290;067976402X;7
0345353145;044021145X;7
0553580221;0425107469;7
0312986343;0671001795;7
0425189031;0515128546;7
0380789035;0316666343;7
067164257X;051511992X;7
0312265840;0312265859;7
0345439104;067976402X;7
0060987529;0060930535;7
0385424736;0440213525;7
0345353145;0385504209;7
0375725784;0385504209;7
0380730138;0060930535;7
0425167313;0671003755;7
0385505833;0060976845;7
0515120618;0515131229;7
0515120618;051513287X;7
0553580221;0345384369;7
0399150897;0316666343;7
0425189864;0425182878;7
080410753X;0609804138;7
044651652X;0671003755;7
0553250426;0345370775;7
055356451X;055356160X;7
0060959037;0375727345;7
038079487X;0060502258;7
0515120618;0515136379;7
0385424736;0385493800;7
0425167313;0446672211;7
0385721420;0060987103;7
0385424736;0385472951;7
044651652X;0671021001;7
0385424736;0385424728;7
0345342968;0451524934;7
0312265840;0312966091;7
0425141233;0425121631;7
0425181464;0425183971;7
0399150897;0385510438;7
0515136530;0515121843;7
0345438329;0440226430;7
0553580191;0553579754;7
0553250426;0385504209;7
0345334531;0345313860;7
0671534718;0671759345;7
0671759345;0671534734;7
0446612790;0553576801;7
0671759345;0671534718;7
0385424728;0385504209;7
0515136530;0515132020;7
0671670689;0671695126;7
0373483694;0373483503;7
0425141233;0425132048;7
0312983867;0688177751;7
0385424728;0385424736;7
0553250426;044021145X;7
0515136530;0515131229;7
0060392452;0767902521;7
0446607711;0440236673;7
0441005748;0345423402;7
0842329218;0385504209;7
0373483694;0373484224;7
0064407675;0060938455;7
006101351X;059035342X;7
0553296981;0385504209;7
0060987529;0142001805;7
0671534718;0671695126;7
0786867647;0312195516;7
0373483694;051511779X;7
0451167805;0451167317;7
0316899984;0345439104;7
0812550706;0812509250;7
0064471101;0064471047;7
0671534718;0671534734;7
0064471101;0064471063;7
0451186362;0671042858;7
080411109X;0316569321;7
0451188454;0440234743;7
0451186362;0451169514;7
0141000198;0385484518;7
0425132048;0425146413;7
0767900383;0316666343;7
0425132048;0425141233;7
0060938455;0064407675;7
0451186362;0451184963;7
0060392452;0671027360;7
0316899984;0375706771;7
0140244824;0345443284;7
0425136981;042513525X;7
0451186362;0451170385;7
0064400034;0064400042;7
0345342968;0743418174;7
0440998050;043935806X;7
0684848783;0312195516;7
038533334X;0142001740;7
0425116840;0425143325;7
0312305060;0385722435;7
0679734775;0375727345;7
0451172817;0671042858;7
0345369947;034538475X;7
0670880728;0439064864;7
0060392452;0375727345;7
0553572997;0671003755;7
0142001430;0385722206;7
0345351525;0312924585;7
0441002935;0345423402;7
0142001430;0375726403;7
0679731148;0140298479;7
038550926X;0743418174;7
0451169530;0060928336;7
0316780375;0312195516;7
0671695169;0671534734;7
0441001971;0345423402;7
0446675059;0060987103;7
0684848783;0316666343;7
0345452550;0385504209;7
0375705856;067976402X;7
0385511612;0671041789;7
0451169530;0440211727;7
0451173317;0345313860;7
0451169530;0451167317;7
0451172817;067102423X;7
0671028375;0316666343;7
0553576801;0446612790;7
038533334X;0316666343;7
0345369947;0345313860;7
0451173317;0345337662;7
0312291639;0375727345;7
0446675059;0312966091;7
0804114986;0440226430;7
1400031346;0316666343;7
0451169530;0156027321;7
0064471047;0064471101;7
0804114986;0316601950;7
0553574663;0553574671;7
0684848783;0446672211;7
0804114986;0385265700;7
067088300X;0609804138;7
0451172817;0440213525;7
0449003787;0312976275;7
0064471047;0064471063;7
0375705856;0316666343;7
0142000205;0671038184;7
0446604801;0446603716;7
0553574671;0553574663;7
0446604801;0440213525;7
0142000205;0440226104;7
0446604801;0380718340;7
0684801523;0142001740;7
0786881852;0440226430;7
0451170385;0451169530;7
0684801523;0312195516;7
0060392452;0060938455;7
0425107469;044021145X;7
0425107469;0451167317;7
0451173317;0451156609;7
0451173317;0451142934;7
0451169530;0345361792;7
0142000205;0316569321;7
0142000205;0316601950;7
0679734775;0385504209;7
0312291639;0140298479;7
0446604801;0446609404;7
0316602906;0316666343;7
0449003795;0553271636;7
0449003795;0553280341;7
0345391802;0451524934;7
0312291639;0312305060;7
0440998050;0439139597;7
051513628X;0446610542;7
080411109X;0452282829;7
0684853515;0670868361;7
0684853515;0670858692;7
0345438329;0312278586;7
044651652X;0446609404;7
0684853515;0670839531;7
0451168615;044021145X;7
080411109X;0671021001;7
0670835382;0684853515;7
0345438329;0060934417;7
0684853515;0670835382;7
0446613266;0446612790;7
0553579754;0316666343;7
0446613266;0446610038;7
089480829X;0894805770;7
0316899984;0375707972;7
0345413350;0316666343;7
0345438329;0345445848;7
0441003745;0345423402;7
0446606189;0446609323;7
0060938455;0060392452;7
0425169863;0380718332;7
0373484224;051512317X;7
0786885688;0375726403;7
051513628X;051512317X;7
0670813028;0670839531;7
0380813815;1400031354;7
0375703055;0743418174;7
038542017X;0316666343;7
0670835382;0525941908;7
055357230X;0380718340;7
0373484224;0373483694;7
0425128164;0425142485;7
0380814021;0064472795;7
